0.196454	0.130884
0.606752	0.820110
0.570065	0.816440
0.936339	0.191666
0.960139	0.356731
0.148077	0.047949
0.945460	0.257323
0.472364	0.961954
0.487303	0.934140
0.141931	0.136190
0.607274	0.862757
0.842856	0.301390
0.911017	0.215679
0.842666	0.373333
0.429206	0.841920
0.577193	0.919895
0.160013	0.159203
0.107186	0.165139
0.492858	0.786110
0.855950	0.306658
0.135952	0.144150
0.036761	0.196445
0.615765	0.801574
0.784415	0.364146
0.076616	0.043970
0.825764	0.244887
0.918598	0.311634
0.465222	0.903092
0.012108	0.026245
0.193967	0.203784
0.593346	0.869491
0.439728	0.877580
0.917549	0.197282
0.786927	0.193372
0.934474	0.288549
0.827423	0.343581
0.565386	0.802263
0.485034	0.887583
0.574113	0.968794
0.907659	0.265170
0.528578	0.920310
0.437114	0.980339
0.036455	0.084996
0.426457	0.994472
0.043548	0.078701
0.549284	0.835074
0.082306	0.101834
0.790151	0.400066
0.438700	0.890398
0.437372	0.897409
0.469069	0.792139
0.806366	0.244437
0.151620	0.008244
0.950175	0.394201
0.829489	0.190460
0.594435	0.925636
0.917902	0.226015
0.097644	0.022516
0.493254	0.797244
0.105052	0.005904
0.818302	0.337241
0.570077	0.889219
0.014407	0.023791
0.797443	0.276493
0.529860	0.851463
0.822339	0.208117
0.462548	0.998077
0.081995	0.111170
0.853673	0.346923
0.938857	0.224898
0.114280	0.189102
0.490836	0.819828
0.427882	0.883259
0.436110	0.873078
0.127321	0.045232
0.863571	0.319616
0.974144	0.244170
0.456301	0.821013
0.122989	0.093216
0.391174	0.799388
0.478444	0.974662
0.459201	0.807980
0.404525	0.845510
0.506333	0.890066
0.932132	0.406795
0.140089	0.145533
0.139161	0.180358
0.784900	0.323840
0.091238	0.082348
0.166439	0.093317
0.893813	0.218968
0.155633	0.039998
0.827354	0.250416
0.910872	0.282670
0.931684	0.403874
0.011192	0.125038
0.563067	0.865051
0.977681	0.243170
0.586320	0.845115
0.933962	0.295208
0.510240	0.951578
0.008020	0.008929
0.468690	0.961484
0.828140	0.215737
0.507080	0.984266
0.956294	0.304679
0.444501	0.793706
0.543819	0.867153
0.947611	0.286538
0.446396	0.829313
0.874609	0.362793
0.871392	0.233738
0.139962	0.085684
0.184462	0.214304
0.419442	0.829968
0.967658	0.257656
0.015135	0.141686
0.417775	0.796161
0.945889	0.319318
0.783455	0.385269
0.495222	0.970314
0.917421	0.380542
0.138830	0.002813
0.991175	0.412537
0.918688	0.187296
0.580466	0.832195
0.126766	0.067896
0.012053	0.031282
0.131546	0.049102
0.508354	0.887209
0.987250	0.246402
0.480640	0.831394
0.016476	0.022174
0.200614	0.153354
0.983752	0.366630
0.414584	0.790541
0.061018	0.092316
0.913774	0.382623
0.024658	0.137989
0.213964	0.109329
0.080055	0.091796
0.024894	0.067248
0.424323	0.832088
0.596164	0.807603
0.426312	0.922683
0.192153	0.000006
0.386433	0.992678
0.089747	0.007056
0.052924	0.101267
0.002201	0.164689
0.176022	0.062223
0.139180	0.124143
0.965655	0.250528
0.397704	0.965374
0.807790	0.213174
0.969757	0.354680
0.169615	0.203369
0.809082	0.210748
0.558131	0.919410
0.985617	0.203455
0.922853	0.367518
0.163451	0.031324
0.133119	0.096379
0.051949	0.038720
0.407797	0.809533
0.608365	0.884246
0.536283	0.808943
0.169494	0.097108
0.140435	0.083565
0.057023	0.163635
0.004882	0.082059
0.408724	0.930745
0.016473	0.022592
0.034098	0.041910
0.426368	0.832807
0.913484	0.256467
0.823101	0.243485
0.877224	0.412662
0.072314	0.020931
0.543292	0.851968
0.461573	0.853153
0.513608	0.956594
0.051043	0.057421
0.890173	0.239445
0.956861	0.208048
0.006321	0.175501
0.592024	0.903864
0.909540	0.341938
0.811377	0.305844
0.480188	0.825505
0.935863	0.400943
0.918059	0.286008
0.162377	0.139947
0.474511	0.973766
0.982195	0.301315
0.397338	0.985575
0.835640	0.335572
0.081593	0.026290
0.954654	0.316573
0.199069	0.035546
0.425477	0.793845
0.472903	0.929714
0.957364	0.373060
0.507012	0.847516
0.171038	0.213424
0.170488	0.214134
0.142896	0.166205
0.929385	0.215503
0.008286	0.127170
0.613015	0.941217
0.537889	0.840305
0.479372	0.923949
0.519500	0.902758
0.866058	0.409960
0.479800	0.834137
0.966003	0.345217
0.963223	0.193287
0.835665	0.246113
0.438504	0.824662
0.808507	0.225853
0.192375	0.006454
0.856119	0.225096
0.594818	0.930082
0.100299	0.084068
0.592038	0.815428
0.949834	0.327612
0.153803	0.134178
0.978218	0.258574
0.460432	0.927877
0.498214	0.945440
0.955784	0.405974
0.449017	0.837089
0.537436	0.794429
0.150177	0.183109
0.178569	0.015674
0.900882	0.297572
0.608157	0.793203
0.920169	0.340860
0.787827	0.202904
0.077481	0.011805
0.018855	0.064535
0.200343	0.076438
0.968759	0.310478
0.054188	0.028945
0.919234	0.199826
0.110188	0.213114
0.493146	0.914166
0.534256	0.855141
0.567226	0.965402
0.113963	0.053524
0.170191	0.192426
0.911470	0.353290
0.534137	0.904947
0.981453	0.270258
0.939308	0.231581
0.538951	0.972555
0.610083	0.984968
0.166365	0.189329
0.418071	0.993266
0.961270	0.389247
0.411990	0.878374
0.192446	0.176202
0.978019	0.325580
0.549886	0.989695
0.885652	0.285491
0.040787	0.063300
0.475692	0.876231
0.951881	0.276685
0.002991	0.021576
0.109311	0.005587
0.916529	0.415932
0.083667	0.098088
0.085110	0.176214
0.990122	0.400593
0.921784	0.300896
0.430484	0.889242
0.545591	0.951372
0.419849	0.914480
0.953990	0.267341
0.954663	0.283731
0.947967	0.208845
0.395079	0.836694
0.801549	0.339443
0.411844	0.939939
0.018917	0.084874
0.584903	0.806130
0.416736	0.913853
0.997258	0.413626
0.101831	0.119975
0.503962	0.823245
0.603114	0.936380
0.512574	0.942015
0.585607	0.878248
0.076990	0.177785
0.416060	0.844030
0.052763	0.082467
0.840167	0.366516
0.034825	0.027475
0.015685	0.123073
0.095957	0.071069
0.085143	0.023899
0.607697	0.961230
0.933863	0.312206
0.069868	0.191217
0.125348	0.195712
0.182382	0.086560
0.550516	0.825170
0.077567	0.111332
0.039684	0.040067
0.974367	0.353261
0.057165	0.146577
0.450400	0.900387
0.557788	0.933958
0.404834	0.817832
0.545361	0.843250
0.204120	0.194837
0.978673	0.410017
0.543549	0.951201
0.519036	0.810428
0.122161	0.207838
0.601010	0.874489
0.470769	0.813927
0.385895	0.917094
0.516184	0.797660
0.178647	0.209918
0.157544	0.038617
0.423608	0.804414
0.946581	0.352543
0.877563	0.413969
0.397475	0.952661
0.983710	0.367440
0.808968	0.208940
0.949095	0.256101
0.932498	0.242920
0.604559	0.797573
0.827897	0.286590
0.831774	0.257558
0.422946	0.817786
0.391019	0.795901
0.567584	0.868334
0.860028	0.335028
0.479907	0.855465
0.826867	0.365601
0.882320	0.353402
0.400423	0.921231
0.558137	0.792476
0.426230	0.899521
0.941753	0.277484
0.075801	0.147851
0.908182	0.408236
0.118711	0.107225
0.509956	0.949563
0.094977	0.043262
0.048383	0.029585
0.893257	0.277593
0.580380	0.926909
0.891823	0.373261
0.522551	0.993798
0.909990	0.309358
0.005031	0.091481
0.383664	0.790423
0.152985	0.065961
0.394816	0.794914
0.179653	0.183350
0.036115	0.108584
0.532509	0.997378
0.484436	0.989657
0.528933	0.859853
0.812975	0.237523
0.078407	0.189618
0.086220	0.206446
0.793458	0.344713
0.143232	0.195539
0.159366	0.064128
0.929149	0.355664
0.899435	0.359534
0.090039	0.127557
0.919254	0.319308
0.878471	0.191822
0.124724	0.042712
0.473445	0.925620
0.058743	0.162906
0.975618	0.376528
0.459236	0.977430
0.142132	0.037852
0.614731	0.959551
0.395335	0.959938
0.878887	0.183413
0.059355	0.005722
0.462231	0.977545
0.866518	0.310827
0.957371	0.212625
0.553995	0.965654
0.839941	0.213573
0.199747	0.121622
0.100513	0.216510
